count_id,event_id,location,species,species_common,total_count,ad_female_count,ad_male_count,ad_unk_count,juv_female_count,juv_male_count,juv_unk_count,pup_count,unk_female_count,unk_male_count,unk_unk_count
32-2-195932,32,Punta San Telmo,Leptonychotes weddellii,Weddell seal,9,1,2,5,1,0,0,0,,,
33-1-344008,33,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,
33-1-231413,33,Core census locations,Mirounga leonina,Southern elephant seal,86,11,0,0,5,27,16,27,,,0
33-1-231417,33,Core census locations,Hydrurga leptonyx,Leopard seal,0,0,0,0,0,0,0,0,,,
33-1-195932,33,Core census locations,Leptonychotes weddellii,Weddell seal,29,10,8,2,3,4,1,1,,,
33-2-344008,33,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,
33-2-231413,33,Punta San Telmo,Mirounga leonina,Southern elephant seal,31,0,1,0,4,21,5,0,,,0
33-2-231417,33,Punta San Telmo,Hydrurga leptonyx,Leopard seal,0,0,0,0,0,0,0,0,,,
33-2-195932,33,Punta San Telmo,Leptonychotes weddellii,Weddell seal,12,3,4,1,1,3,0,0,,,
34-1-344008,34,Core census locations,Lobodon carcinophaga,Crabeater seal,2,0,0,0,0,0,1,1,,,
34-1-231413,34,Core census locations,Mirounga leonina,Southern elephant seal,165,7,7,0,6,117,19,5,,,4
34-1-231417,34,Core census locations,Hydrurga leptonyx,Leopard seal,1,1,0,0,0,0,0,0,,,
34-1-195932,34,Core census locations,Leptonychotes weddellii,Weddell seal,34,11,15,3,1,3,0,1,,,
34-2-344008,34,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,
34-2-231413,34,Punta San Telmo,Mirounga leonina,Southern elephant seal,35,10,0,0,0,15,10,0,,,0
34-2-231417,34,Punta San Telmo,Hydrurga leptonyx,Leopard seal,0,0,0,0,0,0,0,0,,,
34-2-195932,34,Punta San Telmo,Leptonychotes weddellii,Weddell seal,5,0,4,0,0,0,1,0,,,
35-1-344008,35,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,
35-1-231413,35,Core census locations,Mirounga leonina,Southern elephant seal,149,7,1,0,11,118,9,3,,,0
35-1-231417,35,Core census locations,Hydrurga leptonyx,Leopard seal,5,4,0,1,0,0,0,0,,,
35-1-195932,35,Core census locations,Leptonychotes weddellii,Weddell seal,30,9,18,1,2,0,0,0,,,
35-2-344008,35,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,
35-2-231413,35,Punta San Telmo,Mirounga leonina,Southern elephant seal,44,0,3,0,0,41,0,0,,,0
35-2-231417,35,Punta San Telmo,Hydrurga leptonyx,Leopard seal,1,0,0,0,0,1,0,0,,,
35-2-195932,35,Punta San Telmo,Leptonychotes weddellii,Weddell seal,12,6,6,0,0,0,0,0,,,
36-1-344008,36,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,
36-1-231413,36,Core census locations,Mirounga leonina,Southern elephant seal,140,1,3,0,14,101,19,2,,,0
36-1-231417,36,Core census locations,Hydrurga leptonyx,Leopard seal,5,4,0,1,0,0,0,0,,,
36-1-195932,36,Core census locations,Leptonychotes weddellii,Weddell seal,28,9,12,0,1,3,2,1,,,
36-2-344008,36,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,
36-2-231413,36,Punta San Telmo,Mirounga leonina,Southern elephant seal,48,0,0,0,8,21,18,1,,,0
36-2-231417,36,Punta San Telmo,Hydrurga leptonyx,Leopard seal,1,0,0,1,0,0,0,0,,,
36-2-195932,36,Punta San Telmo,Leptonychotes weddellii,Weddell seal,10,2,2,3,1,1,1,0,,,
37-1-344008,37,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,
37-1-231413,37,Core census locations,Mirounga leonina,Southern elephant seal,138,16,4,0,9,91,18,0,,,0
37-1-231417,37,Core census locations,Hydrurga leptonyx,Leopard seal,9,9,0,0,0,0,0,0,,,
37-1-195932,37,Core census locations,Leptonychotes weddellii,Weddell seal,13,5,5,1,1,0,0,1,,,
37-2-344008,37,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,
37-2-231413,37,Punta San Telmo,Mirounga leonina,Southern elephant seal,32,1,0,0,4,21,6,0,,,0
37-2-231417,37,Punta San Telmo,Hydrurga leptonyx,Leopard seal,0,0,0,0,0,0,0,0,,,
37-2-195932,37,Punta San Telmo,Leptonychotes weddellii,Weddell seal,17,4,11,0,0,2,0,0,,,
38-1-344008,38,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,
38-1-231413,38,Core census locations,Mirounga leonina,Southern elephant seal,177,82,0,0,6,74,15,0,,,0
38-1-231417,38,Core census locations,Hydrurga leptonyx,Leopard seal,12,11,1,0,0,0,0,0,,,
38-1-195932,38,Core census locations,Leptonychotes weddellii,Weddell seal,22,6,7,3,2,3,1,0,,,
38-2-344008,38,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,
38-2-231413,38,Punta San Telmo,Mirounga leonina,Southern elephant seal,27,4,0,0,2,21,0,0,,,0
38-2-231417,38,Punta San Telmo,Hydrurga leptonyx,Leopard seal,4,2,1,0,0,0,1,0,,,
38-2-195932,38,Punta San Telmo,Leptonychotes weddellii,Weddell seal,19,8,10,0,1,0,0,0,,,
39-1-344008,39,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,
39-1-231413,39,Core census locations,Mirounga leonina,Southern elephant seal,215,175,2,0,7,27,3,0,,,1
39-1-231417,39,Core census locations,Hydrurga leptonyx,Leopard seal,13,13,0,0,0,0,0,0,,,
39-1-195932,39,Core census locations,Leptonychotes weddellii,Weddell seal,21,5,5,5,3,3,0,0,,,
39-2-344008,39,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,
39-2-231413,39,Punta San Telmo,Mirounga leonina,Southern elephant seal,22,6,7,0,0,0,0,0,,,9
39-2-231417,39,Punta San Telmo,Hydrurga leptonyx,Leopard seal,0,0,0,0,0,0,0,0,,,
39-2-195932,39,Punta San Telmo,Leptonychotes weddellii,Weddell seal,20,13,6,1,0,0,0,0,,,
40-1-344008,40,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,
40-1-231413,40,Core census locations,Mirounga leonina,Southern elephant seal,264,216,0,0,1,35,12,0,,,0
40-1-231417,40,Core census locations,Hydrurga leptonyx,Leopard seal,9,9,0,0,0,0,0,0,,,
40-1-195932,40,Core census locations,Leptonychotes weddellii,Weddell seal,18,6,2,3,3,3,1,0,,,
40-2-344008,40,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,
40-2-231413,40,Punta San Telmo,Mirounga leonina,Southern elephant seal,3,2,0,0,0,1,0,0,,,0
40-2-231417,40,Punta San Telmo,Hydrurga leptonyx,Leopard seal,1,1,0,0,0,0,0,0,,,
40-2-195932,40,Punta San Telmo,Leptonychotes weddellii,Weddell seal,6,4,2,0,0,0,0,0,,,
41-1-344008,41,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,
41-1-231413,41,Core census locations,Mirounga leonina,Southern elephant seal,276,254,3,0,7,7,3,0,,,2
41-1-231417,41,Core census locations,Hydrurga leptonyx,Leopard seal,12,10,0,1,1,0,0,0,,,
41-1-195932,41,Core census locations,Leptonychotes weddellii,Weddell seal,14,6,3,1,3,1,0,0,,,
41-2-344008,41,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,
41-2-231413,41,Punta San Telmo,Mirounga leonina,Southern elephant seal,47,45,0,0,2,0,0,0,,,0
41-2-231417,41,Punta San Telmo,Hydrurga leptonyx,Leopard seal,2,2,0,0,0,0,0,0,,,
41-2-195932,41,Punta San Telmo,Leptonychotes weddellii,Weddell seal,20,8,2,10,0,0,0,0,,,
42-1-344008,42,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,
42-1-231413,42,Core census locations,Mirounga leonina,Southern elephant seal,225,191,0,0,14,16,4,0,,,0
42-1-231417,42,Core census locations,Hydrurga leptonyx,Leopard seal,9,9,0,0,0,0,0,0,,,
42-1-195932,42,Core census locations,Leptonychotes weddellii,Weddell seal,7,4,0,1,0,1,1,0,,,
42-2-344008,42,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,
42-2-231413,42,Punta San Telmo,Mirounga leonina,Southern elephant seal,10,0,0,0,0,1,9,0,,,0
42-2-231417,42,Punta San Telmo,Hydrurga leptonyx,Leopard seal,2,2,0,0,0,0,0,0,,,
42-2-195932,42,Punta San Telmo,Leptonychotes weddellii,Weddell seal,3,1,0,2,0,0,0,0,,,
43-1-344008,43,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,
43-1-231413,43,Core census locations,Mirounga leonina,Southern elephant seal,141,25,5,0,42,61,8,0,,,0
43-1-231417,43,Core census locations,Hydrurga leptonyx,Leopard seal,9,9,0,0,0,0,0,0,,,
43-1-195932,43,Core census locations,Leptonychotes weddellii,Weddell seal,6,2,2,0,0,2,0,0,,,
43-2-344008,43,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,
43-2-231413,43,Punta San Telmo,Mirounga leonina,Southern elephant seal,11,6,0,0,5,0,0,0,,,0
43-2-231417,43,Punta San Telmo,Hydrurga leptonyx,Leopard seal,2,2,0,0,0,0,0,0,,,
43-2-195932,43,Punta San Telmo,Leptonychotes weddellii,Weddell seal,8,0,2,3,0,3,0,0,,,
44-1-344008,44,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,
44-1-231413,44,Core census locations,Mirounga leonina,Southern elephant seal,91,36,3,0,5,8,39,0,,,0
44-1-231417,44,Core census locations,Hydrurga leptonyx,Leopard seal,10,10,0,0,0,0,0,0,,,
44-1-195932,44,Core census locations,Leptonychotes weddellii,Weddell seal,25,3,2,7,6,4,3,0,,,
44-2-344008,44,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,
44-2-231413,44,Punta San Telmo,Mirounga leonina,Southern elephant seal,1,0,0,0,0,0,1,0,,,0
44-2-231417,44,Punta San Telmo,Hydrurga leptonyx,Leopard seal,5,4,1,0,0,0,0,0,,,
44-2-195932,44,Punta San Telmo,Leptonychotes weddellii,Weddell seal,4,0,3,1,0,0,0,0,,,
45-1-344008,45,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,
45-1-231413,45,Core census locations,Mirounga leonina,Southern elephant seal,44,5,1,0,19,4,14,0,,,1
45-1-231417,45,Core census locations,Hydrurga leptonyx,Leopard seal,9,7,1,0,1,0,0,0,,,
45-1-195932,45,Core census locations,Leptonychotes weddellii,Weddell seal,9,1,0,2,3,2,1,0,,,
45-2-344008,45,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,
45-2-231413,45,Punta San Telmo,Mirounga leonina,Southern elephant seal,2,0,0,0,0,0,2,0,,,0
45-2-231417,45,Punta San Telmo,Hydrurga leptonyx,Leopard seal,2,2,0,0,0,0,0,0,,,
45-2-195932,45,Punta San Telmo,Leptonychotes weddellii,Weddell seal,2,0,1,0,0,0,1,0,,,
46-1-344008,46,Core census locations,Lobodon carcinophaga,Crabeater seal,5,0,1,4,0,0,0,0,,,0
46-1-231413,46,Core census locations,Mirounga leonina,Southern elephant seal,24,5,3,0,0,2,0,14,,,0
46-1-231417,46,Core census locations,Hydrurga leptonyx,Leopard seal,1,0,0,0,0,0,1,0,,,0
46-1-195932,46,Core census locations,Leptonychotes weddellii,Weddell seal,8,3,2,1,0,2,0,0,,,0
46-2-344008,46,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,0
46-2-231413,46,Punta San Telmo,Mirounga leonina,Southern elephant seal,5,1,1,0,0,1,0,1,,,1
46-2-231417,46,Punta San Telmo,Hydrurga leptonyx,Leopard seal,0,0,0,0,0,0,0,0,,,0
46-2-195932,46,Punta San Telmo,Leptonychotes weddellii,Weddell seal,3,1,0,1,1,0,0,0,,,0
47-1-344008,47,Core census locations,Lobodon carcinophaga,Crabeater seal,3,0,3,0,0,0,0,0,,,0
47-1-231413,47,Core census locations,Mirounga leonina,Southern elephant seal,33,4,5,0,0,12,3,7,,,2
47-1-231417,47,Core census locations,Hydrurga leptonyx,Leopard seal,0,0,0,0,0,0,0,0,,,0
47-1-195932,47,Core census locations,Leptonychotes weddellii,Weddell seal,23,5,6,6,0,3,1,2,,,0
47-2-344008,47,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,0
47-2-231413,47,Punta San Telmo,Mirounga leonina,Southern elephant seal,14,1,1,0,0,7,2,3,,,0
47-2-231417,47,Punta San Telmo,Hydrurga leptonyx,Leopard seal,0,0,0,0,0,0,0,0,,,0
47-2-195932,47,Punta San Telmo,Leptonychotes weddellii,Weddell seal,3,1,1,0,0,0,0,1,,,0
48-1-344008,48,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,0
48-1-231413,48,Core census locations,Mirounga leonina,Southern elephant seal,25,4,1,0,3,12,0,5,,,0
48-1-231417,48,Core census locations,Hydrurga leptonyx,Leopard seal,0,0,0,0,0,0,0,0,,,0
48-1-195932,48,Core census locations,Leptonychotes weddellii,Weddell seal,22,8,8,1,2,1,0,2,,,0
48-2-344008,48,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,0
48-2-231413,48,Punta San Telmo,Mirounga leonina,Southern elephant seal,16,1,1,0,3,8,2,1,,,0
48-2-231417,48,Punta San Telmo,Hydrurga leptonyx,Leopard seal,0,0,0,0,0,0,0,0,,,0
48-2-195932,48,Punta San Telmo,Leptonychotes weddellii,Weddell seal,4,1,2,0,0,0,0,1,,,0
49-1-344008,49,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,0
49-1-231413,49,Core census locations,Mirounga leonina,Southern elephant seal,69,5,1,0,5,46,7,2,,,3
49-1-231417,49,Core census locations,Hydrurga leptonyx,Leopard seal,2,1,0,1,0,0,0,0,,,0
49-1-195932,49,Core census locations,Leptonychotes weddellii,Weddell seal,24,7,5,0,2,4,3,3,,,0
49-2-344008,49,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,0
49-2-231413,49,Punta San Telmo,Mirounga leonina,Southern elephant seal,37,1,1,0,2,13,8,1,,,11
49-2-231417,49,Punta San Telmo,Hydrurga leptonyx,Leopard seal,1,0,0,0,0,1,0,0,,,0
49-2-195932,49,Punta San Telmo,Leptonychotes weddellii,Weddell seal,4,1,2,0,0,1,0,0,,,0
50-1-344008,50,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,0
50-1-231413,50,Core census locations,Mirounga leonina,Southern elephant seal,70,3,0,0,7,32,26,1,,,1
50-1-231417,50,Core census locations,Hydrurga leptonyx,Leopard seal,1,1,0,0,0,0,0,0,,,0
50-1-195932,50,Core census locations,Leptonychotes weddellii,Weddell seal,25,5,8,5,2,4,1,0,,,0
50-2-344008,50,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,0
50-2-231413,50,Punta San Telmo,Mirounga leonina,Southern elephant seal,50,1,0,0,1,15,14,0,,,19
50-2-231417,50,Punta San Telmo,Hydrurga leptonyx,Leopard seal,0,0,0,0,0,0,0,0,,,0
50-2-195932,50,Punta San Telmo,Leptonychotes weddellii,Weddell seal,4,0,2,0,0,2,0,0,,,0
51-1-344008,51,Core census locations,Lobodon carcinophaga,Crabeater seal,1,0,0,0,0,0,0,1,,,0
51-1-231413,51,Core census locations,Mirounga leonina,Southern elephant seal,95,10,2,0,6,35,38,4,,,0
51-1-231417,51,Core census locations,Hydrurga leptonyx,Leopard seal,0,0,0,0,0,0,0,0,,,0
51-1-195932,51,Core census locations,Leptonychotes weddellii,Weddell seal,34,13,12,1,2,2,3,1,,,0
51-2-344008,51,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,0
51-2-231413,51,Punta San Telmo,Mirounga leonina,Southern elephant seal,52,3,0,0,3,26,18,2,,,0
51-2-231417,51,Punta San Telmo,Hydrurga leptonyx,Leopard seal,0,0,0,0,0,0,0,0,,,0
51-2-195932,51,Punta San Telmo,Leptonychotes weddellii,Weddell seal,4,1,2,0,0,1,0,0,,,0
52-1-344008,52,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,0
52-1-231413,52,Core census locations,Mirounga leonina,Southern elephant seal,104,0,0,0,9,38,56,1,,,0
52-1-231417,52,Core census locations,Hydrurga leptonyx,Leopard seal,4,2,0,1,0,0,1,0,,,0
52-1-195932,52,Core census locations,Leptonychotes weddellii,Weddell seal,24,7,9,0,4,4,0,0,,,0
52-2-344008,52,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,0
52-2-231413,52,Punta San Telmo,Mirounga leonina,Southern elephant seal,60,0,0,0,0,15,20,0,,,25
52-2-231417,52,Punta San Telmo,Hydrurga leptonyx,Leopard seal,2,1,0,0,0,1,0,0,,,0
52-2-195932,52,Punta San Telmo,Leptonychotes weddellii,Weddell seal,8,2,1,3,1,1,0,0,,,0
53-1-344008,53,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,0
53-1-231413,53,Core census locations,Mirounga leonina,Southern elephant seal,136,19,0,0,13,44,60,0,,,0
53-1-231417,53,Core census locations,Hydrurga leptonyx,Leopard seal,5,4,0,1,0,0,0,0,,,0
53-1-195932,53,Core census locations,Leptonychotes weddellii,Weddell seal,32,11,10,6,4,0,1,0,,,0
53-2-344008,53,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,0
53-2-231413,53,Punta San Telmo,Mirounga leonina,Southern elephant seal,47,3,0,0,9,20,7,0,,,8
53-2-231417,53,Punta San Telmo,Hydrurga leptonyx,Leopard seal,1,0,0,0,0,1,0,0,,,0
53-2-195932,53,Punta San Telmo,Leptonychotes weddellii,Weddell seal,7,4,1,2,0,0,0,0,,,0
54-1-344008,54,Core census locations,Lobodon carcinophaga,Crabeater seal,1,1,0,0,0,0,0,0,,,0
54-1-231413,54,Core census locations,Mirounga leonina,Southern elephant seal,105,24,0,0,10,26,45,0,,,0
54-1-231417,54,Core census locations,Hydrurga leptonyx,Leopard seal,7,7,0,0,0,0,0,0,,,0
54-1-195932,54,Core census locations,Leptonychotes weddellii,Weddell seal,18,8,5,1,0,2,2,0,,,0
54-2-344008,54,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,0
54-2-231413,54,Punta San Telmo,Mirounga leonina,Southern elephant seal,50,0,0,0,18,16,16,0,,,0
54-2-231417,54,Punta San Telmo,Hydrurga leptonyx,Leopard seal,3,0,0,2,0,0,1,0,,,0
54-2-195932,54,Punta San Telmo,Leptonychotes weddellii,Weddell seal,14,3,4,0,5,1,1,0,,,0
55-1-344008,55,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,0
55-1-231413,55,Core census locations,Mirounga leonina,Southern elephant seal,155,31,0,0,14,41,58,0,,,11
55-1-231417,55,Core census locations,Hydrurga leptonyx,Leopard seal,10,8,1,0,0,0,0,0,,,1
55-1-195932,55,Core census locations,Leptonychotes weddellii,Weddell seal,29,8,10,5,0,3,3,0,,,0
55-2-344008,55,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,0
55-2-231413,55,Punta San Telmo,Mirounga leonina,Southern elephant seal,31,0,1,0,6,13,10,0,,,1
55-2-231417,55,Punta San Telmo,Hydrurga leptonyx,Leopard seal,1,1,0,0,0,0,0,0,,,0
55-2-195932,55,Punta San Telmo,Leptonychotes weddellii,Weddell seal,12,5,4,0,3,0,0,0,,,0
56-1-344008,56,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,0
56-1-231413,56,Core census locations,Mirounga leonina,Southern elephant seal,235,27,0,0,10,15,46,0,,,137
56-1-231417,56,Core census locations,Hydrurga leptonyx,Leopard seal,12,12,0,0,0,0,0,0,,,0
56-1-195932,56,Core census locations,Leptonychotes weddellii,Weddell seal,22,8,8,1,3,1,1,0,,,0
56-2-344008,56,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,1,0,0,1,0,0,0,0,,,0
56-2-231413,56,Punta San Telmo,Mirounga leonina,Southern elephant seal,13,4,0,0,0,3,0,0,,,6
56-2-231417,56,Punta San Telmo,Hydrurga leptonyx,Leopard seal,3,2,1,0,0,0,0,0,,,0
56-2-195932,56,Punta San Telmo,Leptonychotes weddellii,Weddell seal,16,7,2,5,2,0,0,0,,,0
57-1-344008,57,Core census locations,Lobodon carcinophaga,Crabeater seal,1,0,0,0,1,0,0,0,,,0
57-1-231413,57,Core census locations,Mirounga leonina,Southern elephant seal,250,11,8,0,15,19,47,0,,,150
57-1-231417,57,Core census locations,Hydrurga leptonyx,Leopard seal,16,16,0,0,0,0,0,0,,,0
57-1-195932,57,Core census locations,Leptonychotes weddellii,Weddell seal,12,3,3,2,2,1,1,0,,,0
57-2-344008,57,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,0
57-2-231413,57,Punta San Telmo,Mirounga leonina,Southern elephant seal,33,0,0,0,10,2,21,0,,,0
57-2-231417,57,Punta San Telmo,Hydrurga leptonyx,Leopard seal,4,3,1,0,0,0,0,0,,,0
57-2-195932,57,Punta San Telmo,Leptonychotes weddellii,Weddell seal,18,9,2,0,4,3,0,0,,,0
58-1-344008,58,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,0
58-1-231413,58,Core census locations,Mirounga leonina,Southern elephant seal,226,31,5,0,9,9,42,0,,,130
58-1-231417,58,Core census locations,Hydrurga leptonyx,Leopard seal,13,11,0,2,0,0,0,0,,,0
58-1-195932,58,Core census locations,Leptonychotes weddellii,Weddell seal,14,5,4,0,2,3,0,0,,,0
58-2-344008,58,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,0
58-2-231413,58,Punta San Telmo,Mirounga leonina,Southern elephant seal,25,22,0,0,0,3,0,0,,,0
58-2-231417,58,Punta San Telmo,Hydrurga leptonyx,Leopard seal,8,6,1,1,0,0,0,0,,,0
58-2-195932,58,Punta San Telmo,Leptonychotes weddellii,Weddell seal,5,1,3,1,0,0,0,0,,,0
59-1-344008,59,Core census locations,Lobodon carcinophaga,Crabeater seal,6,1,2,2,0,0,1,0,,,0
59-1-231413,59,Core census locations,Mirounga leonina,Southern elephant seal,191,30,4,0,4,3,13,0,,,137
59-1-231417,59,Core census locations,Hydrurga leptonyx,Leopard seal,15,13,0,2,0,0,0,0,,,0
59-1-195932,59,Core census locations,Leptonychotes weddellii,Weddell seal,21,5,4,2,2,5,3,0,,,0
59-2-344008,59,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,2,0,1,1,0,0,0,0,,,0
59-2-231413,59,Punta San Telmo,Mirounga leonina,Southern elephant seal,27,12,0,0,0,0,0,0,,,15
59-2-231417,59,Punta San Telmo,Hydrurga leptonyx,Leopard seal,7,6,1,0,0,0,0,0,,,0
59-2-195932,59,Punta San Telmo,Leptonychotes weddellii,Weddell seal,14,2,0,9,2,0,1,0,,,0
60-1-344008,60,Core census locations,Lobodon carcinophaga,Crabeater seal,2,0,0,1,1,0,0,0,,,0
60-1-231413,60,Core census locations,Mirounga leonina,Southern elephant seal,196,40,4,0,5,17,8,0,,,122
60-1-231417,60,Core census locations,Hydrurga leptonyx,Leopard seal,5,4,1,0,0,0,0,0,,,0
60-1-195932,60,Core census locations,Leptonychotes weddellii,Weddell seal,17,4,6,3,1,2,1,0,,,0
60-2-344008,60,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,0
60-2-231413,60,Punta San Telmo,Mirounga leonina,Southern elephant seal,26,15,0,0,0,2,1,0,,,8
60-2-231417,60,Punta San Telmo,Hydrurga leptonyx,Leopard seal,5,5,0,0,0,0,0,0,,,0
60-2-195932,60,Punta San Telmo,Leptonychotes weddellii,Weddell seal,6,0,0,6,0,0,0,0,,,0
61-1-344008,61,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,0
61-1-231413,61,Core census locations,Mirounga leonina,Southern elephant seal,98,14,2,0,6,3,14,0,,,59
61-1-231417,61,Core census locations,Hydrurga leptonyx,Leopard seal,5,3,0,2,0,0,0,0,,,0
61-1-195932,61,Core census locations,Leptonychotes weddellii,Weddell seal,6,1,1,1,0,0,2,1,,,0
61-2-344008,61,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,0
61-2-231413,61,Punta San Telmo,Mirounga leonina,Southern elephant seal,8,0,0,0,0,0,0,0,,,8
61-2-231417,61,Punta San Telmo,Hydrurga leptonyx,Leopard seal,4,3,1,0,0,0,0,0,,,0
61-2-195932,61,Punta San Telmo,Leptonychotes weddellii,Weddell seal,8,3,1,3,1,0,0,0,,,0
62-1-344008,62,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,0
62-1-231413,62,Core census locations,Mirounga leonina,Southern elephant seal,55,33,0,0,5,5,2,1,,,9
62-1-231417,62,Core census locations,Hydrurga leptonyx,Leopard seal,7,6,1,0,0,0,0,0,,,0
62-1-195932,62,Core census locations,Leptonychotes weddellii,Weddell seal,13,2,3,1,4,2,1,0,,,0
62-2-344008,62,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,0
62-2-231413,62,Punta San Telmo,Mirounga leonina,Southern elephant seal,11,0,0,0,0,0,8,0,,,3
62-2-231417,62,Punta San Telmo,Hydrurga leptonyx,Leopard seal,0,0,0,0,0,0,0,0,,,0
62-2-195932,62,Punta San Telmo,Leptonychotes weddellii,Weddell seal,7,2,2,1,1,1,0,0,,,0
63-1-344008,63,Core census locations,Lobodon carcinophaga,Crabeater seal,2,0,0,0,0,0,2,0,,,0
63-1-231413,63,Core census locations,Mirounga leonina,Southern elephant seal,134,70,8,0,0,1,0,55,,,0
63-1-231417,63,Core census locations,Hydrurga leptonyx,Leopard seal,0,0,0,0,0,0,0,0,,,0
63-1-195932,63,Core census locations,Leptonychotes weddellii,Weddell seal,6,2,2,0,0,0,0,2,,,0
63-2-344008,63,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,1,0,0,0,0,0,1,0,,,0
63-2-231413,63,Punta San Telmo,Mirounga leonina,Southern elephant seal,0,0,0,0,0,0,0,0,,,0
63-2-231417,63,Punta San Telmo,Hydrurga leptonyx,Leopard seal,0,0,0,0,0,0,0,0,,,0
63-2-195932,63,Punta San Telmo,Leptonychotes weddellii,Weddell seal,1,0,0,0,0,0,0,1,,,0
